HongKong,M,312.5
HongKong,M,312.5
HongKong,M,312.5
HongKong,M,312.5
HongKong,M,437.5
HongKong,M,437.5
HongKong,M,437.5
HongKong,M,437.5
HongKong,M,562.5
HongKong,M,562.5
India,F,151.53030303030303
India,F,151.53030303030303
India,F,159.16666666666666
India,F,378.7878787878788
India,F,378.7878787878788
India,F,378.7878787878788
India,M,151.5151515151515
India,M,151.5151515151515
India,M,151.5151515151515
India,M,151.5151515151515
India,M,159.16666666666666
India,M,159.16666666666666
India,M,159.16666666666666
Singapore,F,2000.0
Singapore,F,2000.0
Singapore,F,2693.3333333333335
Singapore,F,2693.3333333333335
Singapore,F,2693.3333333333335
Singapore,M,1333.3333333333333
Singapore,M,1333.3333333333333
Singapore,M,1346.6666666666667
Singapore,M,1346.6666666666667
Singapore,M,1346.6666666666667
UK,F,149.25373134328356
UK,F,149.25373134328356
UK,F,149.25373134328356
UK,F,149.25373134328356
UK,F,149.25373134328356
UK,F,447.76119402985074
UK,F,447.76119402985074
UK,F,447.76119402985074
UK,M,74.62686567164178
UK,M,74.62686567164178
UK,M,74.62686567164178
UK,M,74.62686567164178
UK,M,149.25373134328356
UK,M,149.25373134328356
UK,M,149.25373134328356
UK,M,149.25373134328356
